WeedID,Block_ID,Common Name,Scientific Name,Count
10021481,Block 2,Bindweed,Cirsium arvense,235
10065959,Block 1,Quackgrass,Taraxacum officinale,293
10059857,Block 3,Henbit,Taraxacum officinale,375
10042882,Block 4,Knapweed,Centaurea stoebe,475
10037068,Block 4,Groundsel,Chenopodium album,316
10068352,Block 5,Groundsel,Chenopodium album,388
10069845,Block 5,Nutsedge,Asclepias syriaca,152
10080140,Block 2,Ragweed,Chenopodium album,88
10066924,Block 4,Bindweed,Amaranthus retroflexus,302
10035426,Block 5,Groundsel,Eleusine indica,31
10050778,Block 5,Goosegrass,Senecio vulgaris,291
10010068,Block 3,Lambsquarters,Stellaria media,144
10013267,Block 2,Plantain,Plantago major,130
10075290,Block 2,Milkweed,Ambrosia artemisiifolia,15
10002626,Block 2,Pigweed,Cynodon dactylon,445
10020708,Block 3,Nutsedge,Rumex crispus,249
10053492,Block 2,Chickweed,Digitaria sanguinalis,148
10050843,Block 1,Pigweed,Senecio vulgaris,348
10007690,Block 1,Goosegrass,Convolvulus arvensis,152
10038136,Block 3,Plantain,Amaranthus retroflexus,54
10015015,Block 3,Plantain,Rumex crispus,36
10079029,Block 3,Milkweed,Trifolium repens,404
10059859,Block 4,Dandelion,Trifolium repens,78
10081074,Block 3,Groundsel,Cirsium arvense,77
10074314,Block 1,Thistle,Setaria faberi,40
10078975,Block 4,Knapweed,Plantago major,208
10088099,Block 3,Bindweed,Senecio vulgaris,373
10043317,Block 1,Groundsel,Cynodon dactylon,101
10042763,Block 5,Dock,Lamium amplexicaule,118
10028202,Block 2,Ragweed,Centaurea stoebe,214
10011179,Block 5,Quackgrass,Convolvulus arvensis,302
10092345,Block 5,Nutsedge,Stellaria media,349
10047342,Block 1,Groundsel,Stellaria media,121
10096793,Block 1,Pigweed,Digitaria sanguinalis,413
10011973,Block 2,Bermudagrass,Lamium amplexicaule,71
10010138,Block 2,Dock,Senecio vulgaris,493
10008416,Block 2,Bindweed,Cyperus esculentus,274
10044520,Block 5,Bindweed,Elymus repens,352
10081479,Block 4,Chickweed,Senecio vulgaris,497
10043379,Block 3,Goosegrass,Asclepias syriaca,304
10007308,Block 1,Henbit,Chenopodium album,180
10045909,Block 4,Quackgrass,Trifolium repens,123
10020048,Block 3,Lambsquarters,Stellaria media,94
10051199,Block 4,Pigweed,Trifolium repens,308
10043304,Block 2,Clover,Senecio vulgaris,184
10076899,Block 3,Groundsel,Senecio vulgaris,116
10011538,Block 4,Goosegrass,Rumex crispus,30
10049682,Block 4,Groundsel,Setaria faberi,382
10065142,Block 1,Plantain,Rumex crispus,320
10061851,Block 2,Dandelion,Taraxacum officinale,393
10076193,Block 1,Milkweed,Cynodon dactylon,110
10091831,Block 5,Clover,Stellaria media,161
10043486,Block 1,Bindweed,Amaranthus retroflexus,287
10072606,Block 2,Clover,Ambrosia artemisiifolia,45
10073410,Block 3,Nutsedge,Taraxacum officinale,470
10084909,Block 2,Dandelion,Stellaria media,106
10023550,Block 2,Pigweed,Plantago major,278
10013371,Block 2,Dandelion,Amaranthus retroflexus,161
10008483,Block 5,Dandelion,Cirsium arvense,364
10064554,Block 2,Ragweed,Cirsium arvense,465
10041216,Block 1,Plantain,Taraxacum officinale,218
10080556,Block 1,Ragweed,Cynodon dactylon,66
10094477,Block 4,Pigweed,Eleusine indica,179
10015592,Block 4,Lambsquarters,Asclepias syriaca,492
10085203,Block 3,Bermudagrass,Amaranthus retroflexus,90
10089276,Block 4,Ragweed,Eleusine indica,156
10053438,Block 3,Ragweed,Amaranthus retroflexus,392
10076335,Block 5,Clover,Cynodon dactylon,168
10020893,Block 2,Nutsedge,Digitaria sanguinalis,266
10029309,Block 2,Milkweed,Cynodon dactylon,478
10003320,Block 4,Foxtail,Amaranthus retroflexus,464
10029614,Block 1,Thistle,Taraxacum officinale,190
10023736,Block 2,Goosegrass,Amaranthus retroflexus,418
10054361,Block 2,Chickweed,Rumex crispus,374
10072700,Block 5,Dandelion,Digitaria sanguinalis,8
10037429,Block 1,Milkweed,Cynodon dactylon,489
10068733,Block 3,Thistle,Convolvulus arvensis,204
10041748,Block 2,Chickweed,Convolvulus arvensis,54
10040252,Block 3,Milkweed,Cirsium arvense,359
10024743,Block 1,Ragweed,Amaranthus retroflexus,225
10041608,Block 2,Bindweed,Convolvulus arvensis,475
10030891,Block 1,Thistle,Chenopodium album,137
10022443,Block 4,Lambsquarters,Elymus repens,103
10030845,Block 4,Crabgrass,Chenopodium album,204
10053264,Block 4,Foxtail,Cyperus esculentus,467
10051468,Block 3,Groundsel,Cyperus esculentus,106
10089468,Block 1,Plantain,Stellaria media,341
10031778,Block 5,Pigweed,Chenopodium album,50
10036888,Block 4,Chickweed,Digitaria sanguinalis,390
10001363,Block 1,Crabgrass,Chenopodium album,189
10092688,Block 3,Crabgrass,Senecio vulgaris,57
10072015,Block 2,Milkweed,Rumex crispus,38
10088665,Block 3,Clover,Setaria faberi,95
10086442,Block 2,Crabgrass,Centaurea stoebe,282
10089399,Block 4,Henbit,Eleusine indica,102
10016137,Block 3,Knapweed,Eleusine indica,283
10052468,Block 3,Thistle,Taraxacum officinale,265
10012686,Block 1,Goosegrass,Senecio vulgaris,396
10025556,Block 3,Plantain,Taraxacum officinale,366
10088011,Block 1,Clover,Cirsium arvense,298
10044808,Block 5,Plantain,Centaurea stoebe,128
10038243,Block 4,Ragweed,Convolvulus arvensis,201
10042449,Block 5,Dandelion,Convolvulus arvensis,331
10049197,Block 1,Nutsedge,Plantago major,54
10068106,Block 4,Foxtail,Rumex crispus,460
10075479,Block 4,Henbit,Lamium amplexicaule,295
10075922,Block 4,Goosegrass,Rumex crispus,41
10022273,Block 1,Nutsedge,Ambrosia artemisiifolia,418
10081029,Block 3,Knapweed,Trifolium repens,4
10085976,Block 2,Milkweed,Eleusine indica,471
10058159,Block 4,Dandelion,Ambrosia artemisiifolia,457
10035475,Block 5,Bindweed,Lamium amplexicaule,117
10004765,Block 4,Plantain,Rumex crispus,310
10045992,Block 1,Knapweed,Trifolium repens,422
10054068,Block 5,Clover,Cynodon dactylon,41
10031158,Block 2,Chickweed,Stellaria media,188
10000968,Block 1,Nutsedge,Asclepias syriaca,365
10027254,Block 5,Ragweed,Convolvulus arvensis,382
10092827,Block 4,Bermudagrass,Ambrosia artemisiifolia,353
10091335,Block 4,Dandelion,Trifolium repens,212
10004238,Block 1,Chickweed,Rumex crispus,92
10080921,Block 1,Crabgrass,Senecio vulgaris,389
10032702,Block 1,Bermudagrass,Trifolium repens,188
10027771,Block 2,Bindweed,Asclepias syriaca,340
10089765,Block 4,Bermudagrass,Ambrosia artemisiifolia,423
10035049,Block 2,Lambsquarters,Chenopodium album,477
10068587,Block 1,Dandelion,Rumex crispus,127
10026745,Block 4,Lambsquarters,Trifolium repens,147
10062679,Block 2,Ragweed,Lamium amplexicaule,223
10023831,Block 2,Goosegrass,Chenopodium album,463
10059816,Block 2,Dock,Amaranthus retroflexus,116
10029012,Block 5,Henbit,Rumex crispus,499
10033794,Block 4,Knapweed,Digitaria sanguinalis,167
10030241,Block 5,Quackgrass,Plantago major,420
10029772,Block 5,Dandelion,Plantago major,409
10001220,Block 4,Ragweed,Centaurea stoebe,94
10026544,Block 1,Milkweed,Cirsium arvense,448
10084113,Block 4,Pigweed,Asclepias syriaca,130
10020962,Block 2,Pigweed,Trifolium repens,419
10066722,Block 5,Dock,Cirsium arvense,455
10005852,Block 4,Henbit,Convolvulus arvensis,457
10063469,Block 3,Ragweed,Convolvulus arvensis,345
10049367,Block 3,Nutsedge,Eleusine indica,196
10070820,Block 1,Plantain,Cirsium arvense,275
10028355,Block 1,Nutsedge,Rumex crispus,206
10070798,Block 4,Ragweed,Lamium amplexicaule,411
10023316,Block 1,Goosegrass,Cyperus esculentus,163
10055394,Block 4,Foxtail,Cynodon dactylon,429
10024619,Block 2,Goosegrass,Plantago major,94
10063636,Block 4,Quackgrass,Senecio vulgaris,309
10004773,Block 2,Nutsedge,Plantago major,284
10054311,Block 3,Bermudagrass,Trifolium repens,428
10062470,Block 5,Ragweed,Senecio vulgaris,108
10088660,Block 3,Crabgrass,Cirsium arvense,97
10011938,Block 2,Dock,Ambrosia artemisiifolia,221
10071712,Block 2,Bindweed,Digitaria sanguinalis,197
10062194,Block 5,Dandelion,Cyperus esculentus,293
10095709,Block 2,Pigweed,Cynodon dactylon,454
10069383,Block 2,Plantain,Cyperus esculentus,195
10058914,Block 2,Ragweed,Lamium amplexicaule,25
10004024,Block 2,Plantain,Amaranthus retroflexus,282
10023133,Block 3,Quackgrass,Centaurea stoebe,269
10083133,Block 4,Plantain,Centaurea stoebe,85
10025583,Block 4,Plantain,Asclepias syriaca,416
10008961,Block 5,Henbit,Ambrosia artemisiifolia,156
10010869,Block 3,Clover,Cyperus esculentus,210
10033121,Block 3,Foxtail,Rumex crispus,115
10002224,Block 1,Crabgrass,Amaranthus retroflexus,261
10086430,Block 3,Clover,Plantago major,30
10003487,Block 5,Nutsedge,Plantago major,411
10036204,Block 5,Clover,Plantago major,241
10054682,Block 4,Nutsedge,Cirsium arvense,275
10039329,Block 5,Chickweed,Convolvulus arvensis,402
10091330,Block 2,Milkweed,Cynodon dactylon,228
10026757,Block 2,Lambsquarters,Convolvulus arvensis,200
10001300,Block 2,Dock,Taraxacum officinale,405
10029767,Block 5,Crabgrass,Taraxacum officinale,445
10041587,Block 2,Nutsedge,Taraxacum officinale,12
10018874,Block 1,Knapweed,Asclepias syriaca,67
10072661,Block 3,Dandelion,Elymus repens,228
10036624,Block 5,Crabgrass,Digitaria sanguinalis,314
10038611,Block 1,Lambsquarters,Cyperus esculentus,403
10031525,Block 5,Groundsel,Elymus repens,297
10081085,Block 5,Chickweed,Asclepias syriaca,481
10029238,Block 4,Bindweed,Taraxacum officinale,175
10013949,Block 2,Groundsel,Chenopodium album,360
10081583,Block 4,Dandelion,Plantago major,268
10037283,Block 4,Chickweed,Rumex crispus,165
10084907,Block 5,Nutsedge,Ambrosia artemisiifolia,217
10064720,Block 5,Foxtail,Setaria faberi,250
10060032,Block 4,Clover,Amaranthus retroflexus,480
10047710,Block 5,Nutsedge,Chenopodium album,451
10063238,Block 3,Quackgrass,Chenopodium album,140
10058797,Block 1,Thistle,Cyperus esculentus,179
10079882,Block 4,Dandelion,Digitaria sanguinalis,306
10068982,Block 1,Milkweed,Plantago major,169
10060130,Block 2,Ragweed,Plantago major,460
10093840,Block 5,Plantain,Trifolium repens,151
10031716,Block 2,Lambsquarters,Taraxacum officinale,165
10029171,Block 5,Ragweed,Taraxacum officinale,99
10096397,Block 1,Chickweed,Cyperus esculentus,257
10007321,Block 2,Milkweed,Convolvulus arvensis,305
10090009,Block 2,Lambsquarters,Chenopodium album,204
10058172,Block 2,Chickweed,Convolvulus arvensis,447
10096402,Block 1,Lambsquarters,Digitaria sanguinalis,448
10065339,Block 4,Foxtail,Cyperus esculentus,238
10039732,Block 4,Dandelion,Setaria faberi,262
10005204,Block 2,Thistle,Taraxacum officinale,348
10070927,Block 3,Dandelion,Trifolium repens,155
10017641,Block 3,Milkweed,Lamium amplexicaule,257
10006668,Block 3,Chickweed,Cyperus esculentus,56
10015766,Block 4,Crabgrass,Cynodon dactylon,162
10058852,Block 2,Knapweed,Rumex crispus,385
10022991,Block 2,Ragweed,Centaurea stoebe,54
10036497,Block 3,Crabgrass,Elymus repens,345
10067128,Block 4,Quackgrass,Convolvulus arvensis,93
10015330,Block 1,Thistle,Centaurea stoebe,164
10054218,Block 4,Plantain,Stellaria media,461
10095745,Block 1,Dock,Asclepias syriaca,455
10022238,Block 4,Clover,Cyperus esculentus,407
10058193,Block 4,Chickweed,Cirsium arvense,362
10026094,Block 4,Clover,Chenopodium album,204
10011016,Block 4,Pigweed,Stellaria media,164
10089769,Block 1,Ragweed,Cynodon dactylon,283
10033677,Block 3,Henbit,Cirsium arvense,63
10033493,Block 5,Milkweed,Eleusine indica,335
10065530,Block 1,Knapweed,Senecio vulgaris,123
10062622,Block 5,Crabgrass,Amaranthus retroflexus,219
10095246,Block 4,Ragweed,Plantago major,420
10058842,Block 3,Plantain,Centaurea stoebe,312
10009804,Block 2,Crabgrass,Trifolium repens,256
10024738,Block 5,Lambsquarters,Trifolium repens,181
10047254,Block 2,Bindweed,Cynodon dactylon,244
10094911,Block 1,Dandelion,Chenopodium album,233
10043383,Block 4,Clover,Eleusine indica,138
10081189,Block 2,Groundsel,Eleusine indica,455
10050667,Block 4,Pigweed,Amaranthus retroflexus,205
10083455,Block 5,Dock,Chenopodium album,179
10067032,Block 3,Dandelion,Lamium amplexicaule,415
10036483,Block 5,Milkweed,Trifolium repens,398
10045167,Block 1,Nutsedge,Senecio vulgaris,348
10036340,Block 1,Thistle,Cyperus esculentus,472
10027654,Block 3,Henbit,Cirsium arvense,79
10023139,Block 2,Lambsquarters,Digitaria sanguinalis,162
10081932,Block 4,Nutsedge,Eleusine indica,14
10016256,Block 4,Plantain,Cynodon dactylon,196
10003306,Block 3,Foxtail,Centaurea stoebe,81
10048852,Block 5,Foxtail,Taraxacum officinale,261
10054799,Block 4,Bindweed,Ambrosia artemisiifolia,468
10025659,Block 5,Quackgrass,Eleusine indica,167
10027727,Block 4,Knapweed,Setaria faberi,11
10024958,Block 2,Plantain,Setaria faberi,450
10068281,Block 4,Ragweed,Chenopodium album,298
10048723,Block 1,Quackgrass,Lamium amplexicaule,352
10038830,Block 2,Ragweed,Eleusine indica,316
10089899,Block 5,Chickweed,Plantago major,369
10053617,Block 4,Chickweed,Trifolium repens,24
10048408,Block 4,Crabgrass,Asclepias syriaca,450
10048964,Block 1,Bermudagrass,Stellaria media,454
10027333,Block 5,Goosegrass,Eleusine indica,36
10007571,Block 1,Pigweed,Elymus repens,85
10001556,Block 2,Pigweed,Convolvulus arvensis,169
10013305,Block 4,Thistle,Lamium amplexicaule,227
10075901,Block 1,Crabgrass,Taraxacum officinale,364
10040985,Block 3,Lambsquarters,Trifolium repens,11
10051525,Block 1,Bindweed,Eleusine indica,432
10015871,Block 5,Dandelion,Asclepias syriaca,222
10030212,Block 2,Dock,Lamium amplexicaule,300
10064345,Block 2,Quackgrass,Ambrosia artemisiifolia,159
10091296,Block 3,Goosegrass,Senecio vulgaris,172
10013783,Block 3,Bindweed,Digitaria sanguinalis,74
10081702,Block 4,Goosegrass,Taraxacum officinale,201
10081785,Block 5,Bermudagrass,Cynodon dactylon,325
10081522,Block 3,Crabgrass,Plantago major,345
10028964,Block 3,Goosegrass,Cyperus esculentus,476
10071066,Block 5,Lambsquarters,Cyperus esculentus,103
10007804,Block 3,Clover,Senecio vulgaris,261
10095798,Block 4,Clover,Taraxacum officinale,335
10020594,Block 2,Lambsquarters,Lamium amplexicaule,192
10055769,Block 3,Quackgrass,Asclepias syriaca,117
10096973,Block 4,Plantain,Stellaria media,381
10007701,Block 3,Dock,Senecio vulgaris,41
10027169,Block 1,Nutsedge,Cyperus esculentus,87
10037909,Block 3,Groundsel,Setaria faberi,23
10025100,Block 3,Foxtail,Digitaria sanguinalis,93
10029962,Block 5,Foxtail,Asclepias syriaca,227
10034237,Block 2,Goosegrass,Plantago major,261
10093691,Block 5,Dandelion,Taraxacum officinale,33
10021715,Block 1,Plantain,Eleusine indica,208
10070998,Block 3,Foxtail,Cynodon dactylon,289
10079360,Block 4,Groundsel,Cyperus esculentus,20
10016488,Block 4,Pigweed,Asclepias syriaca,391
10054682,Block 1,Crabgrass,Amaranthus retroflexus,136
10097417,Block 3,Lambsquarters,Digitaria sanguinalis,7
10045031,Block 5,Knapweed,Cynodon dactylon,400
10006909,Block 4,Chickweed,Cynodon dactylon,19
10068185,Block 2,Knapweed,Cynodon dactylon,414
10062054,Block 3,Crabgrass,Amaranthus retroflexus,454
10024455,Block 4,Clover,Convolvulus arvensis,498
10049492,Block 1,Foxtail,Amaranthus retroflexus,221
10097566,Block 5,Milkweed,Setaria faberi,274
10046663,Block 3,Groundsel,Cynodon dactylon,97
10008796,Block 1,Plantain,Stellaria media,317
10042041,Block 3,Goosegrass,Eleusine indica,14
10004436,Block 1,Thistle,Stellaria media,500
10071696,Block 3,Nutsedge,Setaria faberi,36
10045507,Block 1,Chickweed,Eleusine indica,28
10063728,Block 5,Foxtail,Amaranthus retroflexus,408
10001984,Block 1,Dandelion,Rumex crispus,259
10030886,Block 4,Foxtail,Taraxacum officinale,21
10009351,Block 4,Clover,Amaranthus retroflexus,54
10073898,Block 5,Bermudagrass,Ambrosia artemisiifolia,332
10010578,Block 5,Pigweed,Convolvulus arvensis,136
10062220,Block 1,Dock,Cirsium arvense,373
10030430,Block 4,Henbit,Lamium amplexicaule,231
10028215,Block 2,Knapweed,Trifolium repens,318
10032787,Block 4,Bindweed,Eleusine indica,123
10093976,Block 3,Plantain,Cyperus esculentus,193
10020091,Block 2,Bindweed,Digitaria sanguinalis,165
10003089,Block 3,Crabgrass,Convolvulus arvensis,358
10048562,Block 5,Dock,Cyperus esculentus,310
10078835,Block 2,Quackgrass,Elymus repens,207
10019354,Block 1,Thistle,Cynodon dactylon,270
10057046,Block 5,Bermudagrass,Cyperus esculentus,151
10012606,Block 5,Milkweed,Amaranthus retroflexus,463
10063117,Block 2,Bermudagrass,Cyperus esculentus,463
10073437,Block 3,Henbit,Plantago major,291
10078977,Block 2,Henbit,Cirsium arvense,107
10027526,Block 1,Chickweed,Elymus repens,110
10008220,Block 4,Henbit,Amaranthus retroflexus,422
10003853,Block 1,Dandelion,Chenopodium album,139
10094094,Block 2,Bermudagrass,Asclepias syriaca,405
10075352,Block 5,Foxtail,Elymus repens,181
10029361,Block 2,Foxtail,Trifolium repens,331
10097449,Block 2,Goosegrass,Amaranthus retroflexus,460
10055206,Block 3,Bindweed,Setaria faberi,264
10055238,Block 1,Plantain,Cirsium arvense,41
10041232,Block 1,Lambsquarters,Amaranthus retroflexus,291
10027435,Block 3,Goosegrass,Asclepias syriaca,274
10061185,Block 1,Crabgrass,Eleusine indica,474
10017060,Block 1,Foxtail,Digitaria sanguinalis,87
10049469,Block 3,Dock,Setaria faberi,35
10089968,Block 4,Dock,Eleusine indica,161
10003802,Block 2,Lambsquarters,Senecio vulgaris,333
10027494,Block 5,Groundsel,Centaurea stoebe,448
10050583,Block 3,Bermudagrass,Stellaria media,84
10055247,Block 3,Clover,Eleusine indica,354
10053029,Block 4,Quackgrass,Eleusine indica,384
10074683,Block 2,Ragweed,Centaurea stoebe,391
10095806,Block 4,Groundsel,Elymus repens,239
10043750,Block 5,Groundsel,Setaria faberi,245
10078134,Block 1,Milkweed,Lamium amplexicaule,61
10026966,Block 1,Groundsel,Cynodon dactylon,365
10016998,Block 1,Bermudagrass,Stellaria media,186
10036493,Block 4,Knapweed,Rumex crispus,393
10003306,Block 5,Plantain,Digitaria sanguinalis,81
10083799,Block 5,Dock,Cirsium arvense,330
10088133,Block 3,Bindweed,Ambrosia artemisiifolia,409
10079679,Block 3,Foxtail,Senecio vulgaris,471
10028640,Block 5,Chickweed,Convolvulus arvensis,155
10075934,Block 1,Milkweed,Centaurea stoebe,12
10055422,Block 3,Plantain,Rumex crispus,57
10082205,Block 3,Pigweed,Plantago major,462
10052226,Block 3,Foxtail,Stellaria media,490
10020292,Block 2,Henbit,Stellaria media,439
10011194,Block 4,Clover,Stellaria media,443
10039208,Block 4,Milkweed,Trifolium repens,217
10050452,Block 4,Crabgrass,Cirsium arvense,456
10020493,Block 1,Bermudagrass,Chenopodium album,289
10088185,Block 2,Milkweed,Stellaria media,130
10008388,Block 5,Nutsedge,Eleusine indica,300
10023061,Block 2,Goosegrass,Chenopodium album,271
10004406,Block 3,Quackgrass,Convolvulus arvensis,29
10087345,Block 5,Milkweed,Chenopodium album,478
10018840,Block 5,Pigweed,Asclepias syriaca,374
10034449,Block 3,Lambsquarters,Chenopodium album,351
10026423,Block 1,Goosegrass,Cyperus esculentus,120
10015988,Block 1,Chickweed,Taraxacum officinale,341
10096742,Block 4,Thistle,Elymus repens,17
10016408,Block 3,Dock,Setaria faberi,137
10045748,Block 1,Bindweed,Cirsium arvense,59
10040596,Block 1,Bindweed,Chenopodium album,122
10018340,Block 5,Milkweed,Plantago major,164
10058792,Block 4,Crabgrass,Elymus repens,115
10096913,Block 1,Thistle,Elymus repens,328
10013220,Block 2,Clover,Elymus repens,398
10064916,Block 1,Goosegrass,Centaurea stoebe,73
10018252,Block 3,Thistle,Stellaria media,132
10045100,Block 4,Pigweed,Trifolium repens,230
10085373,Block 4,Milkweed,Chenopodium album,34
10030837,Block 4,Bermudagrass,Amaranthus retroflexus,94
10031612,Block 2,Knapweed,Stellaria media,484
10062452,Block 4,Dandelion,Lamium amplexicaule,435
10065633,Block 2,Dock,Stellaria media,500
10062593,Block 2,Foxtail,Centaurea stoebe,421
10077467,Block 5,Ragweed,Centaurea stoebe,266
10022461,Block 2,Dock,Rumex crispus,246
10034586,Block 5,Thistle,Centaurea stoebe,181
10004875,Block 4,Henbit,Trifolium repens,74
10055984,Block 2,Dandelion,Stellaria media,416
10024669,Block 3,Thistle,Eleusine indica,451
10080715,Block 1,Dandelion,Amaranthus retroflexus,260
10022337,Block 5,Chickweed,Cyperus esculentus,54
10034964,Block 5,Quackgrass,Chenopodium album,267
10012223,Block 4,Knapweed,Cirsium arvense,418
10029555,Block 5,Milkweed,Cirsium arvense,310
10039945,Block 5,Pigweed,Trifolium repens,116
10043102,Block 2,Clover,Senecio vulgaris,335
10049501,Block 3,Lambsquarters,Lamium amplexicaule,124
10095055,Block 5,Milkweed,Setaria faberi,374
10071554,Block 2,Nutsedge,Taraxacum officinale,169
10080234,Block 2,Bindweed,Cirsium arvense,442
10062496,Block 2,Knapweed,Convolvulus arvensis,195
10017489,Block 1,Knapweed,Lamium amplexicaule,387
10083668,Block 5,Bermudagrass,Digitaria sanguinalis,54
10005172,Block 3,Thistle,Digitaria sanguinalis,58
10059558,Block 4,Quackgrass,Stellaria media,335
10039773,Block 4,Knapweed,Elymus repens,370
10019965,Block 3,Crabgrass,Cirsium arvense,79
10022493,Block 1,Bermudagrass,Setaria faberi,142
10069237,Block 1,Milkweed,Rumex crispus,470
10088304,Block 4,Thistle,Setaria faberi,254
10030390,Block 2,Ragweed,Convolvulus arvensis,300
10065301,Block 4,Pigweed,Senecio vulgaris,210
10076294,Block 5,Dandelion,Eleusine indica,85
10064464,Block 1,Quackgrass,Elymus repens,200
10008023,Block 5,Thistle,Digitaria sanguinalis,495
10016739,Block 5,Quackgrass,Digitaria sanguinalis,111
10078612,Block 4,Quackgrass,Amaranthus retroflexus,321
10087423,Block 3,Thistle,Cynodon dactylon,203
10011451,Block 2,Chickweed,Ambrosia artemisiifolia,293
10075683,Block 2,Knapweed,Taraxacum officinale,52
10056801,Block 1,Dandelion,Rumex crispus,161
10006205,Block 4,Nutsedge,Setaria faberi,414
10024601,Block 4,Goosegrass,Cyperus esculentus,48
10087623,Block 1,Knapweed,Senecio vulgaris,54
10050251,Block 1,Milkweed,Cyperus esculentus,318
10077917,Block 3,Bindweed,Centaurea stoebe,333
10094705,Block 4,Foxtail,Plantago major,451
10076471,Block 5,Plantain,Cynodon dactylon,297
10008237,Block 1,Crabgrass,Chenopodium album,466
10012280,Block 1,Dandelion,Asclepias syriaca,415
10058131,Block 5,Dandelion,Trifolium repens,478
10067209,Block 5,Foxtail,Plantago major,322
10062748,Block 2,Dandelion,Plantago major,266
10054704,Block 3,Lambsquarters,Ambrosia artemisiifolia,394
10065267,Block 5,Crabgrass,Plantago major,190
10068174,Block 4,Foxtail,Trifolium repens,335
10035121,Block 5,Goosegrass,Digitaria sanguinalis,304
10074754,Block 3,Knapweed,Trifolium repens,80
10005715,Block 3,Thistle,Setaria faberi,391
10014771,Block 5,Knapweed,Convolvulus arvensis,115
10061146,Block 2,Ragweed,Amaranthus retroflexus,217
10023330,Block 3,Thistle,Plantago major,147
10058694,Block 1,Bermudagrass,Rumex crispus,203
10095121,Block 2,Quackgrass,Lamium amplexicaule,348
10013076,Block 1,Dock,Rumex crispus,235
10046089,Block 2,Dandelion,Eleusine indica,146
10084292,Block 1,Goosegrass,Amaranthus retroflexus,163
10013696,Block 2,Clover,Cyperus esculentus,332
10001973,Block 2,Bermudagrass,Rumex crispus,408
10008194,Block 5,Bermudagrass,Taraxacum officinale,25
10050996,Block 3,Knapweed,Taraxacum officinale,176
10064603,Block 3,Henbit,Eleusine indica,112
10023716,Block 1,Thistle,Cynodon dactylon,28
10054330,Block 2,Clover,Convolvulus arvensis,6
10005138,Block 1,Pigweed,Digitaria sanguinalis,453
10069178,Block 3,Clover,Taraxacum officinale,56
10038367,Block 5,Plantain,Cynodon dactylon,109
10020986,Block 4,Crabgrass,Elymus repens,276
10032902,Block 2,Chickweed,Cirsium arvense,67
10088392,Block 5,Foxtail,Digitaria sanguinalis,442
10035309,Block 2,Pigweed,Setaria faberi,120
10031155,Block 3,Quackgrass,Cirsium arvense,361
10094863,Block 3,Milkweed,Trifolium repens,155
10057474,Block 3,Plantain,Taraxacum officinale,335
10014281,Block 2,Plantain,Cirsium arvense,248
10082202,Block 3,Nutsedge,Stellaria media,168
10036658,Block 2,Groundsel,Trifolium repens,166
10004945,Block 3,Groundsel,Ambrosia artemisiifolia,201
10042881,Block 4,Quackgrass,Rumex crispus,374
10033436,Block 4,Crabgrass,Elymus repens,271
10023082,Block 2,Bermudagrass,Taraxacum officinale,194
10028399,Block 5,Dock,Trifolium repens,12
10024597,Block 5,Milkweed,Chenopodium album,147
10019303,Block 4,Quackgrass,Elymus repens,194
10057543,Block 1,Groundsel,Centaurea stoebe,498
10042327,Block 3,Ragweed,Amaranthus retroflexus,338
10039542,Block 3,Bermudagrass,Asclepias syriaca,369
10019894,Block 3,Goosegrass,Taraxacum officinale,494
10036357,Block 4,Pigweed,Cynodon dactylon,405
10033366,Block 1,Henbit,Eleusine indica,303
10000627,Block 5,Thistle,Convolvulus arvensis,354
10032495,Block 2,Milkweed,Senecio vulgaris,438
10053451,Block 3,Thistle,Trifolium repens,195
10038517,Block 4,Knapweed,Trifolium repens,256
10069207,Block 3,Bindweed,Elymus repens,454
10065222,Block 5,Clover,Cyperus esculentus,265
10002208,Block 1,Clover,Digitaria sanguinalis,437
10080843,Block 4,Chickweed,Ambrosia artemisiifolia,87
